date,admin1,admin2,market,latitude,longitude,category,commodity,unit,priceflag,pricetype,currency,price,usdprice
#date,#adm1+name,#adm2+name,#loc+market+name,#geo+lat,#geo+lon,#item+type,#item+name,#item+unit,#item+price+flag,#item+price+type,#currency,#value,#value+usd
2022-03-15,Lamwo,Lamwo,Palabek (refugee settlement),3.33768117,32.47328097,non-food,Pencil,Unit,actual,Retail,UGX,200.0,0.0562
2022-03-15,Lamwo,Lamwo,Palabek (refugee settlement),3.33768117,32.47328097,non-food,Serving spoon,Unit,actual,Retail,UGX,1750.0,0.4918
2022-03-15,Lamwo,Lamwo,Palabek (refugee settlement),3.33768117,32.47328097,non-food,Torch,Unit,actual,Retail,UGX,1000.0,0.281
2022-03-15,Lamwo,Lamwo,Palabek (refugee settlement),3.33768117,32.47328097,non-food,Underwear,Unit,actual,Retail,UGX,2625.0,0.7377
2022-03-15,Lamwo,Lamwo,Palabek (refugee settlement),3.33768117,32.47328097,non-food,Wooden mingle,Unit,actual,Retail,UGX,1000.0,0.281
2022-03-15,Lamwo,Lamwo,Palabek (refugee settlement),3.33768117,32.47328097,oil and fats,Oil (vegetable),L,actual,Retail,UGX,9889.0,2.779
2022-03-15,Lamwo,Lamwo,Palabek (refugee settlement),3.33768117,32.47328097,pulses and nuts,Beans,KG,actual,Retail,UGX,2480.0,0.6969
2022-03-15,Lamwo,Lamwo,Palabek (refugee settlement),3.33768117,32.47328097,vegetables and fruits,Leafy vegetables,KG,actual,Retail,UGX,1043.0,0.2931
2022-03-15,Lira,Lira Municipality,Lira,2.235,32.909722,cereals and tubers,Cassava flour,KG,actual,Retail,UGX,1500.0,0.4215
2022-03-15,Lira,Lira Municipality,Lira,2.235,32.909722,cereals and tubers,Maize,KG,actual,Wholesale,UGX,1134.87,0.3189
2022-03-15,Lira,Lira Municipality,Lira,2.235,32.909722,cereals and tubers,Maize (white),KG,actual,Retail,UGX,1090.0,0.3063
2022-03-15,Lira,Lira Municipality,Lira,2.235,32.909722,cereals and tubers,Maize flour,KG,actual,Retail,UGX,2150.0,0.6042
2022-03-15,Lira,Lira Municipality,Lira,2.235,32.909722,cereals and tubers,Millet,KG,actual,Retail,UGX,2800.0,0.7868
2022-03-15,Lira,Lira Municipality,Lira,2.235,32.909722,cereals and tubers,Sorghum,KG,actual,Retail,UGX,1250.0,0.3513
2022-03-15,Lira,Lira Municipality,Lira,2.235,32.909722,oil and fats,Oil (vegetable),L,actual,Retail,UGX,8000.0,2.2481
2022-03-15,Lira,Lira Municipality,Lira,2.235,32.909722,pulses and nuts,Beans,KG,actual,Retail,UGX,2783.33,0.7822
2022-03-15,Lira,Lira Municipality,Lira,2.235,32.909722,pulses and nuts,Beans,KG,actual,Wholesale,UGX,1884.46,0.5296
2022-03-15,Masaka,Masaka Municipality,Masaka,-0.34695,31.73927,cereals and tubers,Cassava flour,KG,actual,Retail,UGX,1500.0,0.4215
2022-03-15,Masaka,Masaka Municipality,Masaka,-0.34695,31.73927,cereals and tubers,Maize flour,KG,actual,Retail,UGX,2500.0,0.7025
2022-03-15,Masaka,Masaka Municipality,Masaka,-0.34695,31.73927,cereals and tubers,Millet,KG,actual,Retail,UGX,4000.0,1.1241
2022-03-15,Masaka,Masaka Municipality,Masaka,-0.34695,31.73927,oil and fats,Oil (vegetable),L,actual,Retail,UGX,10000.0,2.8102
2022-03-15,Masaka,Masaka Municipality,Masaka,-0.34695,31.73927,pulses and nuts,Beans,KG,actual,Retail,UGX,2833.33,0.7962
2022-03-15,Masindi,Buruli M,Masindi,1.690000057220459,31.709999084472656,cereals and tubers,Cassava flour,KG,actual,Retail,UGX,3000.0,0.843
2022-03-15,Masindi,Buruli M,Masindi,1.690000057220459,31.709999084472656,cereals and tubers,Maize (white),KG,actual,Retail,UGX,1000.0,0.281
2022-03-15,Masindi,Buruli M,Masindi,1.690000057220459,31.709999084472656,cereals and tubers,Maize flour,KG,actual,Retail,UGX,2000.0,0.562
2022-03-15,Masindi,Buruli M,Masindi,1.690000057220459,31.709999084472656,cereals and tubers,Millet,KG,actual,Retail,UGX,2000.0,0.562
2022-03-15,Masindi,Buruli M,Masindi,1.690000057220459,31.709999084472656,cereals and tubers,Sorghum,KG,actual,Retail,UGX,1200.0,0.3372
2022-03-15,Masindi,Buruli M,Masindi,1.690000057220459,31.709999084472656,pulses and nuts,Beans,KG,actual,Retail,UGX,2500.0,0.7025
2022-03-15,Mbale,Mbale Municipality,Mbale,1.070940018,34.17900848,cereals and tubers,Cassava flour,KG,actual,Retail,UGX,1500.0,0.4215
2022-03-15,Mbale,Mbale Municipality,Mbale,1.070940018,34.17900848,cereals and tubers,Maize flour,KG,actual,Retail,UGX,2300.0,0.6463
2022-03-15,Mbale,Mbale Municipality,Mbale,1.070940018,34.17900848,cereals and tubers,Millet,KG,actual,Retail,UGX,3500.0,0.9836
2022-03-15,Mbale,Mbale Municipality,Mbale,1.070940018,34.17900848,cereals and tubers,Sorghum,KG,actual,Retail,UGX,3100.0,0.8711
2022-03-15,Mbale,Mbale Municipality,Mbale,1.070940018,34.17900848,oil and fats,Oil (vegetable),L,actual,Retail,UGX,9250.0,2.5994
2022-03-15,Mbale,Mbale Municipality,Mbale,1.070940018,34.17900848,pulses and nuts,Beans,KG,actual,Retail,UGX,3250.0,0.9133
2022-03-15,Mbarara,Mbarara Municipality,Mbarara,-0.605675,30.64855,cereals and tubers,Maize (white),KG,actual,Retail,UGX,1375.0,0.3864
2022-03-15,Mbarara,Mbarara Municipality,Mbarara,-0.605675,30.64855,cereals and tubers,Maize flour,KG,actual,Retail,UGX,2375.0,0.6674
2022-03-15,Mbarara,Mbarara Municipality,Mbarara,-0.605675,30.64855,cereals and tubers,Millet,KG,actual,Retail,UGX,3250.0,0.9133
2022-03-15,Mbarara,Mbarara Municipality,Mbarara,-0.605675,30.64855,cereals and tubers,Sorghum,KG,actual,Retail,UGX,2500.0,0.7025
2022-03-15,Mbarara,Mbarara Municipality,Mbarara,-0.605675,30.64855,oil and fats,Oil (vegetable),L,actual,Retail,UGX,10000.0,2.8102
2022-03-15,Mbarara,Mbarara Municipality,Mbarara,-0.605675,30.64855,pulses and nuts,Beans,KG,actual,Retail,UGX,3000.0,0.843
2022-03-15,Moyo,Obongi,Palorinya (refugee settlement),3.474591271,31.62815044,cereals and tubers,Cassava (fresh),KG,actual,Retail,UGX,588.0,0.1652
2022-03-15,Moyo,Obongi,Palorinya (refugee settlement),3.474591271,31.62815044,cereals and tubers,Maize (white),KG,actual,Retail,UGX,1110.0,0.3119
2022-03-15,Moyo,Obongi,Palorinya (refugee settlement),3.474591271,31.62815044,cereals and tubers,Maize flour,KG,actual,Retail,UGX,1900.0,0.5339
2022-03-15,Moyo,Obongi,Palorinya (refugee settlement),3.474591271,31.62815044,cereals and tubers,Millet flour,KG,actual,Retail,UGX,4700.0,1.3208
2022-03-15,Moyo,Obongi,Palorinya (refugee settlement),3.474591271,31.62815044,cereals and tubers,Sorghum,KG,actual,Retail,UGX,1080.0,0.3035
2022-03-15,Moyo,Obongi,Palorinya (refugee settlement),3.474591271,31.62815044,"meat, fish and eggs",Fish (dry),KG,actual,Retail,UGX,4545.0,1.2772
2022-03-15,Moyo,Obongi,Palorinya (refugee settlement),3.474591271,31.62815044,milk and dairy,Milk (fresh),L,actual,Retail,UGX,1667.0,0.4685
2022-03-15,Moyo,Obongi,Palorinya (refugee settlement),3.474591271,31.62815044,miscellaneous food,Salt,KG,actual,Retail,UGX,1860.0,0.5227
2022-03-15,Moyo,Obongi,Palorinya (refugee settlement),3.474591271,31.62815044,non-food,Basin,Unit,actual,Retail,UGX,5000.0,1.4051
2022-03-15,Moyo,Obongi,Palorinya (refugee settlement),3.474591271,31.62815044,non-food,Charcoal,KG,actual,Retail,UGX,517.24,0.1454
2022-03-15,Moyo,Obongi,Palorinya (refugee settlement),3.474591271,31.62815044,non-food,Firewood,KG,actual,Retail,UGX,800.0,0.2248
2022-03-15,Moyo,Obongi,Palorinya (refugee settlement),3.474591271,31.62815044,non-food,Hoe,Unit,actual,Retail,UGX,9333.33,2.6228
2022-03-15,Moyo,Obongi,Palorinya (refugee settlement),3.474591271,31.62815044,non-food,Jerrycan (20 L),Unit,actual,Retail,UGX,7667.0,2.1545
2022-03-15,Moyo,Obongi,Palorinya (refugee settlement),3.474591271,31.62815044,non-food,Jerrycan (5 L),Unit,actual,Retail,UGX,2000.0,0.562
2022-03-15,Moyo,Obongi,Palorinya (refugee settlement),3.474591271,31.62815044,non-food,Mug (plastic),Unit,actual,Retail,UGX,633.33,0.178
2022-03-15,Moyo,Obongi,Palorinya (refugee settlement),3.474591271,31.62815044,non-food,Panga,Unit,actual,Retail,UGX,8000.0,2.2481
2022-03-15,Moyo,Obongi,Palorinya (refugee settlement),3.474591271,31.62815044,non-food,Pen,Unit,actual,Retail,UGX,500.0,0.1405
2022-03-15,Moyo,Obongi,Palorinya (refugee settlement),3.474591271,31.62815044,non-food,Pencil,Unit,actual,Retail,UGX,200.0,0.0562
2022-03-15,Moyo,Obongi,Palorinya (refugee settlement),3.474591271,31.62815044,non-food,Plate (plastic),Unit,actual,Retail,UGX,833.33,0.2342
2022-03-15,Moyo,Obongi,Palorinya (refugee settlement),3.474591271,31.62815044,non-food,Sanitary pads,Packet,actual,Retail,UGX,1500.0,0.4215
2022-03-15,Moyo,Obongi,Palorinya (refugee settlement),3.474591271,31.62815044,non-food,Serving spoon,Unit,actual,Retail,UGX,1333.33,0.3747
2022-03-15,Moyo,Obongi,Palorinya (refugee settlement),3.474591271,31.62815044,non-food,Torch,Unit,actual,Retail,UGX,500.0,0.1405
2022-03-15,Moyo,Obongi,Palorinya (refugee settlement),3.474591271,31.62815044,non-food,Underwear,Unit,actual,Retail,UGX,1666.67,0.4684
2022-03-15,Moyo,Obongi,Palorinya (refugee settlement),3.474591271,31.62815044,non-food,Wooden mingle,Unit,actual,Retail,UGX,667.0,0.1874
2022-03-15,Moyo,Obongi,Palorinya (refugee settlement),3.474591271,31.62815044,oil and fats,Oil (vegetable),L,actual,Retail,UGX,8900.0,2.501
2022-03-15,Moyo,Obongi,Palorinya (refugee settlement),3.474591271,31.62815044,pulses and nuts,Beans,KG,actual,Retail,UGX,2820.0,0.7925
2022-03-15,Mukono,Mukono,Mukono,0.35661,32.7523,cereals and tubers,Cassava flour,KG,actual,Retail,UGX,1200.0,0.3372
2022-03-15,Mukono,Mukono,Mukono,0.35661,32.7523,cereals and tubers,Maize (white),KG,actual,Retail,UGX,1600.0,0.4496
2022-03-15,Mukono,Mukono,Mukono,0.35661,32.7523,cereals and tubers,Maize flour,KG,actual,Retail,UGX,2000.0,0.562
2022-03-15,Mukono,Mukono,Mukono,0.35661,32.7523,cereals and tubers,Millet,KG,actual,Retail,UGX,3000.0,0.843
2022-03-15,Mukono,Mukono,Mukono,0.35661,32.7523,cereals and tubers,Sorghum,KG,actual,Retail,UGX,3000.0,0.843
2022-03-15,Mukono,Mukono,Mukono,0.35661,32.7523,oil and fats,Oil (vegetable),L,actual,Retail,UGX,10000.0,2.8102
2022-03-15,Mukono,Mukono,Mukono,0.35661,32.7523,pulses and nuts,Beans,KG,actual,Retail,UGX,2900.0,0.8149
2022-03-15,Tororo,Tororo Municipality,Tororo,0.69433,34.179499,cereals and tubers,Cassava flour,KG,actual,Retail,UGX,1350.0,0.3794
2022-03-15,Tororo,Tororo Municipality,Tororo,0.69433,34.179499,cereals and tubers,Maize (white),KG,actual,Retail,UGX,1250.0,0.3513
2022-03-15,Tororo,Tororo Municipality,Tororo,0.69433,34.179499,cereals and tubers,Maize flour,KG,actual,Retail,UGX,1900.0,0.5339
2022-03-15,Tororo,Tororo Municipality,Tororo,0.69433,34.179499,cereals and tubers,Millet,KG,actual,Retail,UGX,3000.0,0.843
2022-03-15,Tororo,Tororo Municipality,Tororo,0.69433,34.179499,cereals and tubers,Sorghum,KG,actual,Retail,UGX,1800.0,0.5058
2022-03-15,Tororo,Tororo Municipality,Tororo,0.69433,34.179499,oil and fats,Oil (vegetable),L,actual,Retail,UGX,10000.0,2.8102
2022-03-15,Tororo,Tororo Municipality,Tororo,0.69433,34.179499,pulses and nuts,Beans,KG,actual,Retail,UGX,2650.0,0.7447
2022-03-15,Wakiso,Busiro,Wakiso,0.3958,32.47916,cereals and tubers,Cassava flour,KG,actual,Retail,UGX,1200.0,0.3372
2022-03-15,Wakiso,Busiro,Wakiso,0.3958,32.47916,cereals and tubers,Maize (white),KG,actual,Retail,UGX,1300.0,0.3653
2022-03-15,Wakiso,Busiro,Wakiso,0.3958,32.47916,cereals and tubers,Maize flour,KG,actual,Retail,UGX,2100.0,0.5901
2022-03-15,Wakiso,Busiro,Wakiso,0.3958,32.47916,cereals and tubers,Millet,KG,actual,Retail,UGX,3800.0,1.0679
2022-03-15,Wakiso,Busiro,Wakiso,0.3958,32.47916,cereals and tubers,Sorghum,KG,actual,Retail,UGX,1950.0,0.548
2022-03-15,Wakiso,Busiro,Wakiso,0.3958,32.47916,oil and fats,Oil (vegetable),L,actual,Retail,UGX,9500.0,2.6697
2022-03-15,Wakiso,Busiro,Wakiso,0.3958,32.47916,pulses and nuts,Beans,KG,actual,Retail,UGX,2625.0,0.7377
2022-03-15,Yumbe,Aringa,Bidibidi (refugee settlement),3.36217471,31.35196642,cereals and tubers,Maize flour,KG,actual,Retail,UGX,1833.0,0.5151
2022-03-15,Yumbe,Aringa,Bidibidi (refugee settlement),3.36217471,31.35196642,"meat, fish and eggs",Fish (dry),KG,actual,Retail,UGX,16129.0,4.5325
2022-03-15,Yumbe,Aringa,Bidibidi (refugee settlement),3.36217471,31.35196642,non-food,Batteries,Pair,actual,Retail,UGX,1700.0,0.4777
2022-03-15,Yumbe,Aringa,Bidibidi (refugee settlement),3.36217471,31.35196642,non-food,Charcoal,KG,actual,Retail,UGX,337.55,0.0949
2022-03-15,Yumbe,Aringa,Bidibidi (refugee settlement),3.36217471,31.35196642,non-food,Firewood,KG,actual,Retail,UGX,176.56,0.0496
2022-03-15,Yumbe,Aringa,Bidibidi (refugee settlement),3.36217471,31.35196642,non-food,Hoe,Unit,actual,Retail,UGX,12500.0,3.5127
2022-03-15,Yumbe,Aringa,Bidibidi (refugee settlement),3.36217471,31.35196642,non-food,Jerrycan (20 L),Unit,actual,Retail,UGX,7667.0,2.1545
2022-03-15,Yumbe,Aringa,Bidibidi (refugee settlement),3.36217471,31.35196642,non-food,Jerrycan (5 L),Unit,actual,Retail,UGX,1500.0,0.4215
2022-03-15,Yumbe,Aringa,Bidibidi (refugee settlement),3.36217471,31.35196642,non-food,Laundry soap,KG,actual,Retail,UGX,4000.0,1.1241
2022-03-15,Yumbe,Aringa,Bidibidi (refugee settlement),3.36217471,31.35196642,non-food,Nails,KG,actual,Retail,UGX,6750.0,1.8969
2022-03-15,Yumbe,Aringa,Bidibidi (refugee settlement),3.36217471,31.35196642,non-food,Panga,Unit,actual,Retail,UGX,7750.0,2.1779
2022-03-15,Yumbe,Aringa,Bidibidi (refugee settlement),3.36217471,31.35196642,non-food,Pen,Unit,actual,Retail,UGX,500.0,0.1405
2022-03-15,Yumbe,Aringa,Bidibidi (refugee settlement),3.36217471,31.35196642,non-food,Pencil,Unit,actual,Retail,UGX,100.0,0.0281
2022-03-15,Yumbe,Aringa,Bidibidi (refugee settlement),3.36217471,31.35196642,non-food,Plate (plastic),Unit,actual,Retail,UGX,1000.0,0.281
2022-03-15,Yumbe,Aringa,Bidibidi (refugee settlement),3.36217471,31.35196642,non-food,Pole,Unit,actual,Retail,UGX,5000.0,1.4051
2022-03-15,Yumbe,Aringa,Bidibidi (refugee settlement),3.36217471,31.35196642,non-food,Rope,Unit,actual,Retail,UGX,1000.0,0.281
2022-03-15,Yumbe,Aringa,Bidibidi (refugee settlement),3.36217471,31.35196642,non-food,Sanitary pads,Packet,actual,Retail,UGX,1125.0,0.3161
2022-03-15,Yumbe,Aringa,Bidibidi (refugee settlement),3.36217471,31.35196642,non-food,Serving spoon,Unit,actual,Retail,UGX,2250.0,0.6323
2022-03-15,Yumbe,Aringa,Bidibidi (refugee settlement),3.36217471,31.35196642,non-food,Underwear,Unit,actual,Retail,UGX,1200.0,0.3372
2022-03-15,Yumbe,Aringa,Bidibidi (refugee settlement),3.36217471,31.35196642,non-food,Wooden mingle,Unit,actual,Retail,UGX,450.0,0.1265
2022-03-15,Yumbe,Aringa,Bidibidi (refugee settlement),3.36217471,31.35196642,oil and fats,Oil (vegetable),L,actual,Retail,UGX,7875.0,2.213
2022-03-15,Yumbe,Aringa,Bidibidi (refugee settlement),3.36217471,31.35196642,pulses and nuts,Beans,KG,actual,Retail,UGX,2750.0,0.7728
2022-04-15,Abim,Labwor,Makaratin,2.713259935,33.64284897,cereals and tubers,Cassava flour,KG,actual,Retail,UGX,2000.0,0.5748
2022-04-15,Abim,Labwor,Makaratin,2.713259935,33.64284897,cereals and tubers,Maize (white),KG,actual,Retail,UGX,1700.0,0.4885
2022-04-15,Abim,Labwor,Makaratin,2.713259935,33.64284897,cereals and tubers,Maize flour,KG,actual,Retail,UGX,2550.0,0.7328
2022-04-15,Abim,Labwor,Makaratin,2.713259935,33.64284897,cereals and tubers,Millet,KG,actual,Retail,UGX,2500.0,0.7184
2022-04-15,Abim,Labwor,Makaratin,2.713259935,33.64284897,cereals and tubers,Sorghum,KG,actual,Retail,UGX,1500.0,0.4311
2022-04-15,Abim,Labwor,Makaratin,2.713259935,33.64284897,pulses and nuts,Beans,KG,actual,Retail,UGX,3000.0,0.8621
2022-04-15,Adjumani,Adjumani,Adjumani (refugee settlement),3.337018339,31.78047053,cereals and tubers,Cassava (fresh),KG,actual,Retail,UGX,558.0,0.1604
2022-04-15,Adjumani,Adjumani,Adjumani (refugee settlement),3.337018339,31.78047053,cereals and tubers,Maize (white),KG,actual,Retail,UGX,1678.0,0.4822
2022-04-15,Adjumani,Adjumani,Adjumani (refugee settlement),3.337018339,31.78047053,cereals and tubers,Maize flour,KG,actual,Retail,UGX,1833.0,0.5268
2022-04-15,Adjumani,Adjumani,Adjumani (refugee settlement),3.337018339,31.78047053,cereals and tubers,Millet flour,KG,actual,Retail,UGX,4000.0,1.1495
2022-04-15,Adjumani,Adjumani,Adjumani (refugee settlement),3.337018339,31.78047053,cereals and tubers,Sorghum,KG,actual,Retail,UGX,1486.0,0.427
2022-04-15,Adjumani,Adjumani,Adjumani (refugee settlement),3.337018339,31.78047053,milk and dairy,Milk (fresh),L,actual,Retail,UGX,2000.0,0.5748
2022-04-15,Adjumani,Adjumani,Adjumani (refugee settlement),3.337018339,31.78047053,non-food,Batteries,Pair,actual,Retail,UGX,9000.0,2.5864
2022-04-15,Adjumani,Adjumani,Adjumani (refugee settlement),3.337018339,31.78047053,non-food,Charcoal,KG,actual,Retail,UGX,586.59,0.1686
2022-04-15,Adjumani,Adjumani,Adjumani (refugee settlement),3.337018339,31.78047053,non-food,Firewood,KG,actual,Retail,UGX,302.7,0.087
2022-04-15,Adjumani,Adjumani,Adjumani (refugee settlement),3.337018339,31.78047053,non-food,Jerrycan (20 L),Unit,actual,Retail,UGX,8583.0,2.4666
2022-04-15,Adjumani,Adjumani,Adjumani (refugee settlement),3.337018339,31.78047053,non-food,Laundry soap,KG,actual,Retail,UGX,6154.76,1.7687
2022-04-15,Adjumani,Adjumani,Adjumani (refugee settlement),3.337018339,31.78047053,non-food,Mug (plastic),Unit,actual,Retail,UGX,808.33,0.2323
2022-04-15,Adjumani,Adjumani,Adjumani (refugee settlement),3.337018339,31.78047053,non-food,Pen,Unit,actual,Retail,UGX,500.0,0.1437
2022-04-15,Adjumani,Adjumani,Adjumani (refugee settlement),3.337018339,31.78047053,non-food,Pencil,Unit,actual,Retail,UGX,100.0,0.0287
2022-04-15,Adjumani,Adjumani,Adjumani (refugee settlement),3.337018339,31.78047053,non-food,Plate (plastic),Unit,actual,Retail,UGX,908.0,0.2609
2022-04-15,Adjumani,Adjumani,Adjumani (refugee settlement),3.337018339,31.78047053,non-food,Rope,Unit,actual,Retail,UGX,500.0,0.1437
2022-04-15,Adjumani,Adjumani,Adjumani (refugee settlement),3.337018339,31.78047053,non-food,Sanitary pads,Packet,actual,Retail,UGX,3000.0,0.8621
2022-04-15,Adjumani,Adjumani,Adjumani (refugee settlement),3.337018339,31.78047053,non-food,Serving spoon,Unit,actual,Retail,UGX,1646.0,0.473
2022-04-15,Adjumani,Adjumani,Adjumani (refugee settlement),3.337018339,31.78047053,non-food,Wooden mingle,Unit,actual,Retail,UGX,671.0,0.1928
2022-04-15,Adjumani,Adjumani,Adjumani (refugee settlement),3.337018339,31.78047053,pulses and nuts,Beans,KG,actual,Retail,UGX,3889.0,1.1176
2022-04-15,Adjumani,Adjumani,Adjumani (refugee settlement),3.337018339,31.78047053,vegetables and fruits,Leafy vegetables,KG,actual,Retail,UGX,1759.0,0.5055
2022-04-15,Amudat,Upe,Karita,1.544739962,34.83235931,cereals and tubers,Cassava flour,KG,actual,Retail,UGX,1571.0,0.4515
2022-04-15,Amudat,Upe,Karita,1.544739962,34.83235931,cereals and tubers,Maize (white),KG,actual,Retail,UGX,1707.0,0.4906
2022-04-15,Amudat,Upe,Karita,1.544739962,34.83235931,cereals and tubers,Maize flour,KG,actual,Retail,UGX,2443.0,0.7021
2022-04-15,Amudat,Upe,Karita,1.544739962,34.83235931,cereals and tubers,Millet,KG,actual,Retail,UGX,3786.0,1.088
2022-04-15,Amudat,Upe,Karita,1.544739962,34.83235931,cereals and tubers,Sorghum,KG,actual,Retail,UGX,2750.0,0.7903
2022-04-15,Amudat,Upe,Karita,1.544739962,34.83235931,pulses and nuts,Beans,KG,actual,Retail,UGX,3000.0,0.8621
2022-04-15,Arua,Terego,Imvepi (refugee settlement),3.227958172,31.27787398,cereals and tubers,Cassava (fresh),KG,actual,Retail,UGX,476.0,0.1368
2022-04-15,Arua,Terego,Imvepi (refugee settlement),3.227958172,31.27787398,cereals and tubers,Maize (white),KG,actual,Retail,UGX,1000.0,0.2874
2022-04-15,Arua,Terego,Imvepi (refugee settlement),3.227958172,31.27787398,cereals and tubers,Maize flour,KG,actual,Retail,UGX,2750.0,0.7903
2022-04-15,Arua,Terego,Imvepi (refugee settlement),3.227958172,31.27787398,cereals and tubers,Millet flour,KG,actual,Retail,UGX,4500.0,1.2932
2022-04-15,Arua,Terego,Imvepi (refugee settlement),3.227958172,31.27787398,cereals and tubers,Sorghum,KG,actual,Retail,UGX,1500.0,0.4311
2022-04-15,Arua,Terego,Imvepi (refugee settlement),3.227958172,31.27787398,"meat, fish and eggs",Fish (dry),KG,actual,Retail,UGX,15376.0,4.4187
2022-04-15,Arua,Terego,Imvepi (refugee settlement),3.227958172,31.27787398,milk and dairy,Milk (fresh),L,actual,Retail,UGX,2000.0,0.5748
2022-04-15,Arua,Terego,Imvepi (refugee settlement),3.227958172,31.27787398,miscellaneous food,Salt,KG,actual,Retail,UGX,2000.0,0.5748
2022-04-15,Arua,Terego,Imvepi (refugee settlement),3.227958172,31.27787398,non-food,Basin,Unit,actual,Retail,UGX,5833.33,1.6764
2022-04-15,Arua,Terego,Imvepi (refugee settlement),3.227958172,31.27787398,non-food,Batteries,Pair,actual,Retail,UGX,2000.0,0.5748
2022-04-15,Arua,Terego,Imvepi (refugee settlement),3.227958172,31.27787398,non-food,Charcoal,KG,actual,Retail,UGX,274.35,0.0788
2022-04-15,Arua,Terego,Imvepi (refugee settlement),3.227958172,31.27787398,non-food,Exercise Book (48 pages),Unit,actual,Retail,UGX,450.0,0.1293
2022-04-15,Arua,Terego,Imvepi (refugee settlement),3.227958172,31.27787398,non-food,Firewood,KG,actual,Retail,UGX,248.44,0.0714
2022-04-15,Arua,Terego,Imvepi (refugee settlement),3.227958172,31.27787398,non-food,Jerrycan (20 L),Unit,actual,Retail,UGX,10000.0,2.8738
2022-04-15,Arua,Terego,Imvepi (refugee settlement),3.227958172,31.27787398,non-food,Laundry soap,KG,actual,Retail,UGX,7125.0,2.0476
2022-04-15,Arua,Terego,Imvepi (refugee settlement),3.227958172,31.27787398,non-food,Mug (plastic),Unit,actual,Retail,UGX,600.0,0.1724
2022-04-15,Arua,Terego,Imvepi (refugee settlement),3.227958172,31.27787398,non-food,Panga,Unit,actual,Retail,UGX,10000.0,2.8738
2022-04-15,Arua,Terego,Imvepi (refugee settlement),3.227958172,31.27787398,non-food,Pen,Unit,actual,Retail,UGX,500.0,0.1437
2022-04-15,Arua,Terego,Imvepi (refugee settlement),3.227958172,31.27787398,non-food,Pencil,Unit,actual,Retail,UGX,200.0,0.0575
2022-04-15,Arua,Terego,Imvepi (refugee settlement),3.227958172,31.27787398,non-food,Plate (plastic),Unit,actual,Retail,UGX,800.0,0.2299
2022-04-15,Arua,Terego,Imvepi (refugee settlement),3.227958172,31.27787398,non-food,Pole,Unit,actual,Retail,UGX,8000.0,2.299
2022-04-15,Arua,Terego,Imvepi (refugee settlement),3.227958172,31.27787398,non-food,Rope,Unit,actual,Retail,UGX,3000.0,0.8621
2022-04-15,Arua,Terego,Imvepi (refugee settlement),3.227958172,31.27787398,non-food,Sanitary pads,Packet,actual,Retail,UGX,1666.67,0.479
2022-04-15,Arua,Terego,Imvepi (refugee settlement),3.227958172,31.27787398,non-food,Torch,Unit,actual,Retail,UGX,1000.0,0.2874
2022-04-15,Arua,Terego,Imvepi (refugee settlement),3.227958172,31.27787398,non-food,Underwear,Unit,actual,Retail,UGX,3250.0,0.934
2022-04-15,Arua,Terego,Imvepi (refugee settlement),3.227958172,31.27787398,non-food,Wooden mingle,Unit,actual,Retail,UGX,567.0,0.1629
2022-04-15,Arua,Terego,Imvepi (refugee settlement),3.227958172,31.27787398,oil and fats,Oil (vegetable),L,actual,Retail,UGX,9250.0,2.6582
2022-04-15,Arua,Terego,Imvepi (refugee settlement),3.227958172,31.27787398,pulses and nuts,Beans,KG,actual,Retail,UGX,2250.0,0.6466
2022-04-15,Arua,Terego,Imvepi (refugee settlement),3.227958172,31.27787398,vegetables and fruits,Leafy vegetables,KG,actual,Retail,UGX,1046.0,0.3006
2022-04-15,Arua,Terego,Rhino Camp (refugee settlement),3.173538377,31.30986553,cereals and tubers,Cassava (fresh),KG,actual,Retail,UGX,517.0,0.1486
2022-04-15,Arua,Terego,Rhino Camp (refugee settlement),3.173538377,31.30986553,cereals and tubers,Maize (white),KG,actual,Retail,UGX,1550.0,0.4454
2022-04-15,Arua,Terego,Rhino Camp (refugee settlement),3.173538377,31.30986553,cereals and tubers,Sorghum,KG,actual,Retail,UGX,1667.0,0.4791
2022-04-15,Arua,Terego,Rhino Camp (refugee settlement),3.173538377,31.30986553,"meat, fish and eggs",Fish (dry),KG,actual,Retail,UGX,16927.0,4.8644
2022-04-15,Arua,Terego,Rhino Camp (refugee settlement),3.173538377,31.30986553,milk and dairy,Milk (fresh),L,actual,Retail,UGX,1600.0,0.4598
2022-04-15,Arua,Terego,Rhino Camp (refugee settlement),3.173538377,31.30986553,miscellaneous food,Salt,KG,actual,Retail,UGX,2000.0,0.5748
2022-04-15,Arua,Terego,Rhino Camp (refugee settlement),3.173538377,31.30986553,non-food,Jerrycan (5 L),Unit,actual,Retail,UGX,1916.67,0.5508
2022-04-15,Arua,Terego,Rhino Camp (refugee settlement),3.173538377,31.30986553,non-food,Laundry soap,KG,actual,Retail,UGX,5702.38,1.6387
2022-04-15,Arua,Terego,Rhino Camp (refugee settlement),3.173538377,31.30986553,non-food,Mug (plastic),Unit,actual,Retail,UGX,808.33,0.2323
2022-04-15,Arua,Terego,Rhino Camp (refugee settlement),3.173538377,31.30986553,non-food,Plate (plastic),Unit,actual,Retail,UGX,908.0,0.2609
