"","DHSYEAR","DHSCLUST","DHSQUARTER","LONGNUM","LATNUM","riots_present_number_of_conflicts","riots_future_number_of_conflicts"
"193",2000,2709,1,30.7184076312,-0.953995365335,0,0
"194",2000,2710,1,30.6823815738,-0.857634611469,0,0
"195",2000,2711,1,30.7904429915,-0.503468165803,0,0
"196",2000,2712,1,30.663648384,-0.173172436456,0,0
"197",2000,2713,1,30.7718333941,-0.290827344023,0,0
"198",2000,2714,1,30.8995008676,-0.540108546611,0,0
"199",2000,2715,1,30.4120693963,0.925054302832,0,0
"200",2000,2716,1,30.3467415075,-0.997680022606,0,0
"201",2000,2717,1,30.6259227424,-0.822893299445,0,0
"202",2000,2718,1,30.6152714326,-0.64052559755,0,0
"203",2000,2801,1,34.6427407071,2.52548360658,0,0
"204",2000,2802,1,34.5805769542,1.91641772688,0,0
"205",2000,2803,1,34.9397884755,2.09454609011,0,0
"206",2000,3001,1,32.4821307349,0.0444843085344,0,0
"207",2000,3002,1,32.4854508525,0.0765823225636,0,0
"208",2000,3003,1,32.4607934979,0.0630378807266,0,0
"209",2000,3004,1,32.5334425928,0.192282839993,0,0
"210",2000,3005,1,32.525354103,0.468494352968,0,0
"211",2000,3006,1,32.6356426198,0.333892560589,0,0
"212",2000,3007,1,32.6347064608,0.437195688123,0,0
"213",2000,3009,1,32.1106296175,0.0707919099068,0,0
"214",2000,3010,1,32.300546022,0.0945399930798,0,0
"215",2000,3011,1,32.479538406,0.286135388791,0,0
"216",2000,3012,1,32.1921092905,0.138729542213,0,0
"217",2000,3013,1,31.8246687057,0.2753376717,0,0
"218",2000,3014,1,32.6798543233,0.42908511698,0,0
"219",2000,3016,1,32.3617392307,0.271081676858,0,0
"220",2000,3105,1,32.486666975,0.0750784143753,0,0
"221",2000,3108,1,32.0979192502,-0.661523441496,0,0
"222",2000,3201,4,32.9495639812,0.368567949463,0,0
"223",2000,3202,3,33.156720367,0.418996414296,0,0
"224",2000,3203,3,33.1302906171,0.420652856638,0,0
"225",2000,3203,4,33.1302906171,0.420652856638,0,0
"226",2000,3205,4,32.7516306488,0.53184456264,0,0
"227",2000,3206,4,32.8992978315,0.707657014275,0,0
"228",2000,3207,4,32.8224581109,0.95365086895,0,0
"229",2000,3208,4,32.9285657258,0.361247885476,0,0
"230",2000,3209,3,33.1412945669,0.360591255603,0,0
"231",2000,3210,4,32.6938985596,0.319361658054,0,0
"232",2000,3211,1,32.7871390405,0.271698484492,0,0
"233",2000,3212,4,32.8139467548,0.653682037421,0,0
"234",2000,3213,4,32.7875546604,0.651707668359,0,0
"235",2000,3214,4,32.9385707457,0.656775765119,0,0
"236",2000,3301,1,30.9810289321,2.41682945061,0,0
"237",2000,3303,4,31.3480157628,2.2931695762,0,0
"238",2000,3304,1,30.9637912686,2.52568073027,0,0
"239",2000,3305,4,31.2477321671,2.45471474853,0,0
"240",2000,3401,1,33.9918204117,1.08955192005,0,0
"241",2000,3402,1,33.8842686094,1.17872957103,0,0
"242",2000,3403,1,33.8558276138,1.07601774137,0,0
"243",2000,3405,1,33.7273053711,1.18216083755,0,0
"244",2000,3501,3,31.3993391093,-0.725643067725,0,0
"245",2000,3501,4,31.3993391093,-0.725643067725,0,0
"246",2000,3502,4,31.1894088558,-0.361974882465,0,0
"247",2000,3503,4,31.3981859075,-0.776870823016,0,0
"248",2000,3504,3,31.3533998737,-0.571765547722,0,0
"249",2000,3504,4,31.3533998737,-0.571765547722,0,0
"250",2000,3505,4,31.6583298706,-0.570273459743,0,0
"251",2000,3601,1,29.6347692346,-0.88655451979,0,0
"252",2000,3602,1,29.7557901604,-0.774618286079,0,0
"253",2000,3603,1,29.7292517725,-0.631031228042,0,0
"254",2000,3604,1,29.8331665197,-1.0201502041,0,0
"255",2000,3605,1,30.0079593649,-1.00759462194,0,0
"256",2000,3606,1,29.8021840141,-0.607548589503,0,0
"257",2000,3607,1,29.5986974454,-0.930818329826,0,0
"258",2000,3608,1,29.775073485,-0.601369446038,0,0
"259",2000,3609,1,29.9962006825,-0.810021897591,0,0
"260",2000,3610,1,29.7638489883,-0.610433351844,0,0
"261",2000,3611,1,29.9264987167,-0.787935066994,0,0
"262",2000,3701,4,33.5862998622,1.72000940515,0,0
"263",2000,3702,4,33.6358019712,1.70693004551,0,0
"264",2000,3704,4,33.3585481386,1.42158418477,0,0
"265",2000,3705,4,33.6984145545,1.75335456537,0,0
"266",2000,3706,4,34.0896615137,1.98608646874,0,0
"267",2000,3801,4,34.1381966222,0.776347690901,0,0
"268",2000,3802,1,34.1715896406,0.670309970204,0,0
"269",2000,3803,1,34.2641598907,0.644400158478,0,0
"270",2000,3804,4,33.9449539803,0.614817128957,0,0
"271",2000,3805,1,33.9419947255,0.620092565761,0,0
"272",2000,3806,1,34.0128121515,0.767462010222,0,0
"273",2000,3807,4,34.0546380136,0.333958765186,0,0
"274",2000,3808,4,33.9290789071,0.315036759417,0,0
"275",2000,3809,1,34.1869509712,0.847979584431,0,0
